sweep_name,sweep_value,method,seed,avg_rate,outage,beam_success,avg_return,latency_ms
blocker_density,0.0,BeliefAwareRollout,0,5.216569426276549,0.06625,0.7675000000000001,5.032131926276549,0.5887671873915679
blocker_density,0.0,BeliefAwareRollout,1,5.023422218789406,0.08625,0.73,4.800297218789407,0.5650008149768837
blocker_density,0.0,BeliefAwareRollout,2,4.990514709461119,0.08875000000000001,0.77875,4.76182720946112,0.5405477124895697
blocker_density,0.0,BeliefAwareRollout,3,5.060150423747233,0.08625,0.7675000000000001,4.831775423747233,0.5724123099616918
blocker_density,0.0,BeliefAwareRollout,4,5.371203722703209,0.06125,0.7725,5.196578722703209,0.58758506367667
blocker_density,0.0,OneStepPredictive,0,4.2387104732656935,0.01375,0.9075,4.201647973265693,0.2605923061400972
blocker_density,0.0,OneStepPredictive,1,4.394766280322468,0.01,0.92125,4.366891280322468,0.25694975124224584
blocker_density,0.0,OneStepPredictive,2,4.47466090707715,0.01375,0.8975,4.43872340707715,0.25761056511328206
blocker_density,0.0,OneStepPredictive,3,3.4527387248714376,0.005,0.9512499999999999,3.4376762248714376,0.2553836036895518
blocker_density,0.0,OneStepPredictive,4,4.207460119384688,0.01375,0.89125,4.168710119384689,0.25634393375639775
blocker_density,0.0,Oracle,0,6.186190313849817,0.0,0.90375,6.170252813849816,0.7062761462475464
blocker_density,0.0,Oracle,1,6.272370713323817,0.0,0.9175,6.261870713323816,0.7064117650043045
blocker_density,0.0,Oracle,2,6.087533261544129,0.0,0.9187500000000001,6.07647076154413,0.7036515025220069
blocker_density,0.0,Oracle,3,6.186858704932951,0.0,0.92125,6.1733587049329515,0.7069893399420835
blocker_density,0.0,Oracle,4,6.4419199375558085,0.0,0.91625,6.427294937555807,0.7041383275191038
blocker_density,0.0,ProposedV2,0,5.407144438477553,0.052500000000000005,0.79625,5.257144438477553,0.14606235511564591
blocker_density,0.0,ProposedV2,1,5.252361922461864,0.06625,0.7575000000000001,5.0729869224618644,0.15094855507868488
blocker_density,0.0,ProposedV2,2,5.242164028619362,0.06,0.80625,5.078289028619361,0.14004116996602534
blocker_density,0.0,ProposedV2,3,5.225686089921362,0.0675,0.7887500000000001,5.0396860899213625,0.15911487886114628
blocker_density,0.0,ProposedV2,4,5.367184487712256,0.053750000000000006,0.7825,5.210371987712257,0.15151934750520013
blocker_density,0.0,Reactive,0,5.363340149329574,0.0575,0.77875,5.200902649329574,0.002677477550605545
blocker_density,0.0,Reactive,1,5.21863063979371,0.08625,0.73125,4.99850563979371,0.002643285038175236
blocker_density,0.0,Reactive,2,5.171108683602195,0.07625000000000001,0.7875000000000001,4.972671183602195,0.0026541949046077207
blocker_density,0.0,Reactive,3,5.215832984402704,0.0825,0.765,4.997207984402705,0.002681098671928339
blocker_density,0.0,Reactive,4,5.430119747579262,0.05375,0.76875,5.272557247579262,0.002642453746375395
blocker_density,1.0,BeliefAwareRollout,0,4.96924162305387,0.09125,0.74125,4.73274162305387,0.6935852162678202
blocker_density,1.0,BeliefAwareRollout,1,4.836817494780679,0.11624999999999999,0.73,4.5510674947806775,0.7533758912495614
blocker_density,1.0,BeliefAwareRollout,2,4.798315202534018,0.09875,0.77,4.549440202534017,0.6637171575721368
blocker_density,1.0,BeliefAwareRollout,3,4.7082722060516335,0.13375,0.715,4.384897206051633,0.8222273637784383
blocker_density,1.0,BeliefAwareRollout,4,5.010607753731007,0.08625,0.76625,4.786920253731006,0.8855305599900021
blocker_density,1.0,OneStepPredictive,0,3.939756183437142,0.01625,0.9075,3.898256183437142,0.2614951087480222
blocker_density,1.0,OneStepPredictive,1,4.1971870077142786,0.030000000000000002,0.8875,4.129312007714279,0.2684418800254207
blocker_density,1.0,OneStepPredictive,2,4.274740319036951,0.026250000000000002,0.915,4.2130528190369505,0.2731560861820981
blocker_density,1.0,OneStepPredictive,3,3.9751068950692066,0.055,0.87,3.855356895069206,0.27623587751804735
blocker_density,1.0,OneStepPredictive,4,4.01985845291402,0.03375,0.87125,3.94148345291402,0.27782362003108574
blocker_density,1.0,Oracle,0,6.152000644529032,0.00125,0.8975,6.132250644529031,1.4846136361984463
blocker_density,1.0,Oracle,1,6.1511994070698055,0.0,0.9275,6.138824407069805,1.493512822480625
blocker_density,1.0,Oracle,2,6.008212999757562,0.0,0.9237500000000001,5.995275499757564,1.5033096850038419
blocker_density,1.0,Oracle,3,5.9575181888302415,0.0,0.92125,5.94064318883024,1.5021166587121115
blocker_density,1.0,Oracle,4,6.205363692387418,0.0,0.9225,6.187176192387417,1.498525628758216
blocker_density,1.0,ProposedV2,0,5.153387570958063,0.06,0.78625,4.987825070958063,0.2417616637694664
blocker_density,1.0,ProposedV2,1,5.077914762975421,0.0825,0.77,4.86866476297542,0.29673999624719727
blocker_density,1.0,ProposedV2,2,5.04476098281348,0.07500000000000001,0.7987500000000001,4.8527609828134795,0.2924901487403986
blocker_density,1.0,ProposedV2,3,4.774210173274878,0.09375,0.76375,4.543397673274877,0.36632510743856983
blocker_density,1.0,ProposedV2,4,5.000602649045659,0.07375,0.7875000000000001,4.81241514904566,0.33547128256941505
blocker_density,1.0,Reactive,0,5.184206567516253,0.07125000000000001,0.75625,4.990144067516254,0.0027154900362802437
blocker_density,1.0,Reactive,1,5.051840388720097,0.11499999999999999,0.7262500000000001,4.768590388720097,0.0026383324484413606
blocker_density,1.0,Reactive,2,4.976865296392974,0.09375,0.77,4.736865296392974,0.0027155950556334574
blocker_density,1.0,Reactive,3,4.83427280536229,0.12875,0.72,4.518835305362289,0.002720414995565079
blocker_density,1.0,Reactive,4,5.114665885731187,0.095,0.75375,4.870103385731187,0.0027777337299994542
blocker_density,2.0,BeliefAwareRollout,0,4.841722477534654,0.11124999999999999,0.73625,4.567097477534657,0.875552809943656
blocker_density,2.0,BeliefAwareRollout,1,4.731515160162023,0.1275,0.71875,4.423827660162023,0.9569660549777836
blocker_density,2.0,BeliefAwareRollout,2,4.8541006132151825,0.1125,0.7625,4.584475613215183,0.846305163836405
blocker_density,2.0,BeliefAwareRollout,3,4.433724679399661,0.14250000000000002,0.7224999999999999,4.097912179399661,1.0485074525740856
blocker_density,2.0,BeliefAwareRollout,4,4.906275541790721,0.11125,0.7525,4.63690054179072,1.0154802837632815
blocker_density,2.0,OneStepPredictive,0,4.109222959391845,0.037500000000000006,0.85875,4.021472959391845,0.3041350686999067
blocker_density,2.0,OneStepPredictive,1,4.092995151446873,0.053750000000000006,0.8775000000000001,3.9753701514468736,0.301595326250208
blocker_density,2.0,OneStepPredictive,2,4.308134306264518,0.0425,0.885,4.212821806264517,0.30201734621186915
blocker_density,2.0,OneStepPredictive,3,3.7072936449496665,0.0625,0.8475,3.570668644949666,0.2695710387752115
blocker_density,2.0,OneStepPredictive,4,3.8366605528198776,0.06625,0.84875,3.693660552819878,0.26236829253775795
blocker_density,2.0,Oracle,0,6.0301449003035685,0.00125,0.90375,6.008332400303569,1.9448631587147247
blocker_density,2.0,Oracle,1,5.9630134032812325,0.0025,0.9275,5.942075903281232,1.962409590023526
blocker_density,2.0,Oracle,2,5.890470152105294,0.0,0.925,5.875470152105294,1.9457721511662385
blocker_density,2.0,Oracle,3,5.769013691188762,0.00125,0.9237500000000001,5.747763691188764,1.9523437124962584
blocker_density,2.0,Oracle,4,6.070022609364461,0.0,0.9225,6.049210109364461,1.97634578123143
blocker_density,2.0,ProposedV2,0,5.014859964804692,0.0575,0.7975,4.859172464804694,0.3182776011317401
blocker_density,2.0,ProposedV2,1,4.873100413933143,0.07875,0.7887500000000001,4.677725413933141,0.38874350997502916
blocker_density,2.0,ProposedV2,2,4.92233057772227,0.10625,0.78625,4.6715805777222705,0.36425422625598003
blocker_density,2.0,ProposedV2,3,4.732037839099513,0.095,0.76125,4.5028503390995125,0.4282669387248461
blocker_density,2.0,ProposedV2,4,4.728184470451998,0.10625,0.77625,4.479496970451997,0.3834394349541981
blocker_density,2.0,Reactive,0,5.050757369698891,0.10125,0.74375,4.793132369698893,0.0031270287308871048
blocker_density,2.0,Reactive,1,4.962032161846899,0.11750000000000001,0.7275,4.671344661846898,0.003100907592852309
blocker_density,2.0,Reactive,2,4.980576478483365,0.1075,0.765,4.716451478483365,0.0031394387588079553
blocker_density,2.0,Reactive,3,4.536193506605612,0.15375,0.705,4.171693506605612,0.0031974412195268087
blocker_density,2.0,Reactive,4,4.974112448935307,0.12,0.735,4.679924948935306,0.003199935072188964
blocker_density,3.0,BeliefAwareRollout,0,4.531657167866403,0.15125,0.7275,4.177782167866402,1.167111815007047
blocker_density,3.0,BeliefAwareRollout,1,4.675884636129409,0.15875,0.70625,4.311509636129408,1.0425747988028888
blocker_density,3.0,BeliefAwareRollout,2,4.60569813036415,0.13125,0.75375,4.29576063036415,0.9370340112855047
blocker_density,3.0,BeliefAwareRollout,3,4.247428972830653,0.13375,0.745,3.9308039728306534,1.1824453087592701
blocker_density,3.0,BeliefAwareRollout,4,4.313885057766566,0.15125,0.72375,3.9633850577665672,1.4100988937252623
blocker_density,3.0,OneStepPredictive,0,3.7450798581789084,0.08,0.82375,3.5710173581789073,0.26393402122266707
blocker_density,3.0,OneStepPredictive,1,3.8054961471753685,0.051250000000000004,0.88625,3.693996147175368,0.26069893501244223
blocker_density,3.0,OneStepPredictive,2,4.300359794197388,0.0675,0.83375,4.152797294197388,0.26224863252082287
blocker_density,3.0,OneStepPredictive,3,3.629000391422432,0.095,0.84,3.4253128914224313,0.261626155029262
blocker_density,3.0,OneStepPredictive,4,3.666270873271735,0.11,0.80625,3.4329583732717355,0.2614128287359563
blocker_density,3.0,Oracle,0,5.730258769029519,0.00125,0.915,5.706008769029522,2.5677534412670866
blocker_density,3.0,Oracle,1,5.9001535670652405,0.00125,0.93375,5.88002856706524,2.5797159811963866
blocker_density,3.0,Oracle,2,5.831773762282145,0.0,0.9275,5.815273762282145,2.5789524412357423
blocker_density,3.0,Oracle,3,5.601154260053111,0.00375,0.9237500000000001,5.572091760053111,2.573667556289365
blocker_density,3.0,Oracle,4,5.628168176676566,0.0,0.92875,5.605105676676567,2.5797166187066978
blocker_density,3.0,ProposedV2,0,4.583537351511911,0.09625,0.78125,4.35316235151191,0.4480408737117614
blocker_density,3.0,ProposedV2,1,4.666898285690717,0.1,0.7875000000000001,4.432585785690717,0.439361953608568
blocker_density,3.0,ProposedV2,2,4.75226554375759,0.09375,0.7975,4.53007804375759,0.45478776123673015
blocker_density,3.0,ProposedV2,3,4.229259282246165,0.11249999999999999,0.76625,3.969946782246164,0.4524487650132869
