method,seed,episode,step,action,selected_beam,oracle_action,oracle_beam,los_beam,oracle_action_match,measured_reward,true_reward,oracle_true_reward,oracle_reward_gap,true_rate,oracle_true_rate,oracle_rate_gap,true_outage,true_beam_success,rate,outage,beam_success,los_flag,reflection_ratio,num_available_paths,dominant_path_type,planning_latency_ms,latency_ms,fallback_triggered,guard_triggered,policy_confidence,policy_margin,policy_entropy,planner_value,planner_terminal_value,planner_beam_gain_value,planner_score_gap,planner_score_std,planner_candidates,planner_los_recovery_gate,planner_los_recovery_bias_max,planner_los_recovery_bias_chosen,planner_los_guard_used,planner_predictive_fallback_used,shortlist_size,shortlist_local_size,shortlist_global_fallback_count,shortlist_los_reserved,shortlist_reflection_reserved,shortlist_prev_beam_kept,shortlist_max_los_prob,shortlist_max_reflection_prob,shortlist_max_beam_gain,shortlist_beam_gain_weight,shortlist_blockage_hint,shortlist_reflection_hint,shortlist_used_global_pool,shortlist_base_pool_size
Reactive,0,0,58,17,17,16,16,16,0.0,1.2940182862929688,1.2625015346049784,6.893717211244439,5.631215676639461,1.4125015346049783,6.893717211244439,5.4812156766394615,0.0,0.0,1.4440182862929687,0.0,0.0,1.0,0.11502822531138557,5,los,0.0027500009309733286,0.0027500009309733286,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,59,16,16,16,16,16,1.0,6.536705392798093,6.549175771302339,6.549175771302339,0.0,6.69917577130234,6.69917577130234,0.0,0.0,1.0,6.6867053927980935,0.0,1.0,1.0,0.11380261333731934,5,los,0.002708000465645455,0.002708000465645455,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,60,16,16,16,16,16,1.0,6.509614553014785,6.456188655046302,6.456188655046302,0.0,6.456188655046302,6.456188655046302,0.0,0.0,1.0,6.509614553014785,0.0,1.0,1.0,0.11210182436907666,5,los,0.0029579987312899902,0.0029579987312899902,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,61,16,16,16,16,16,1.0,6.350503348472671,6.157391596881236,6.157391596881236,0.0,6.157391596881236,6.157391596881236,0.0,0.0,1.0,6.350503348472671,0.0,1.0,1.0,0.10983618218341147,5,los,0.002749999111983925,0.002749999111983925,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,62,16,16,16,16,16,1.0,5.863407353694855,5.794481311193299,5.794481311193299,0.0,5.794481311193299,5.794481311193299,0.0,0.0,1.0,5.863407353694855,0.0,1.0,1.0,0.10692832024780484,5,los,0.0027909991331398487,0.0027909991331398487,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,63,17,17,16,16,16,0.0,3.017073530094855,3.2454313268844306,5.358396790148993,2.1129654632645627,3.3954313268844305,5.358396790148993,1.9629654632645628,0.0,0.0,3.167073530094855,0.0,0.0,1.0,0.10333158214081983,5,los,0.0031250001484295353,0.0031250001484295353,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,64,16,16,16,16,16,1.0,4.964066336387171,4.689996612155761,4.689996612155761,0.0,4.839996612155761,4.839996612155761,0.0,0.0,0.0,5.114066336387172,0.0,0.0,1.0,0.09904764535235827,5,los,0.0026669986255001277,0.0026669986255001277,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,65,16,16,17,17,17,0.0,4.175652294764256,4.231951981922143,4.7425661829372014,0.5106142010150583,4.231951981922143,4.892566182937202,0.6606142010150586,0.0,0.0,4.175652294764256,0.0,0.0,1.0,0.0941361757438016,5,los,0.002708000465645455,0.002708000465645455,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,66,16,16,17,17,17,0.0,3.3660230386278456,3.533620336652838,5.517117928001209,1.983497591348371,3.533620336652838,5.667117928001209,2.1334975913483714,0.0,0.0,3.3660230386278456,0.0,0.0,1.0,0.08870966077506183,5,los,0.002583001332823187,0.002583001332823187,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,67,17,17,17,17,17,1.0,6.373240863044184,6.276866002552649,6.276866002552649,0.0,6.426866002552649,6.426866002552649,0.0,0.0,1.0,6.523240863044184,0.0,1.0,1.0,0.08291509444610005,5,los,0.0026249999791616574,0.0026249999791616574,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,68,16,16,17,17,17,0.0,1.8521630815699677,1.8265434238352756,7.150033610176058,5.323490186340782,1.9765434238352755,7.150033610176058,5.173490186340782,0.0,0.0,2.0021630815699676,0.0,0.0,1.0,0.076910019513526,5,los,0.002708000465645455,0.002708000465645455,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,69,16,16,17,17,17,0.0,1.7949755692077942,1.7134812886875936,7.663769718223806,5.950288429536212,1.7134812886875936,7.813769718223806,6.100288429536213,0.0,0.0,1.7949755692077942,0.0,0.0,1.0,0.07084202162260055,5,los,0.0026670004444895312,0.0026670004444895312,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,70,17,17,17,17,17,1.0,8.278206963627365,8.241762004047983,8.241762004047983,0.0,8.391762004047983,8.391762004047983,0.0,0.0,1.0,8.428206963627366,0.0,1.0,1.0,0.06483632077992914,5,los,0.0027909991331398487,0.0027909991331398487,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,71,17,17,17,17,17,1.0,9.326140886265367,8.851896263737304,8.851896263737304,0.0,8.851896263737304,8.851896263737304,0.0,0.0,1.0,9.326140886265367,0.0,1.0,1.0,0.05899129338651891,5,los,0.002666000000317581,0.002666000000317581,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,72,17,17,17,17,17,1.0,8.74976289346859,9.153725273694178,9.153725273694178,0.0,9.153725273694178,9.153725273694178,0.0,0.0,1.0,8.74976289346859,0.0,1.0,1.0,0.053379417392849536,5,los,0.002666000000317581,0.002666000000317581,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,73,17,17,17,17,17,1.0,9.588628331428463,9.245449221592636,9.245449221592636,0.0,9.245449221592636,9.245449221592636,0.0,0.0,1.0,9.588628331428463,0.0,1.0,1.0,0.04805088580574493,5,los,0.0028329995984677225,0.0028329995984677225,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,74,17,17,17,17,17,1.0,9.171861193922075,9.060119419295022,9.060119419295022,0.0,9.060119419295022,9.060119419295022,0.0,0.0,1.0,9.171861193922075,0.0,1.0,1.0,0.04303795975673185,5,los,0.0026249999791616574,0.0026249999791616574,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,75,17,17,17,17,17,1.0,8.756794617844498,8.51084965015333,8.51084965015333,0.0,8.51084965015333,8.51084965015333,0.0,0.0,1.0,8.756794617844498,0.0,1.0,1.0,0.03835916247915928,5,los,0.002583001332823187,0.002583001332823187,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,76,17,17,17,17,17,1.0,7.778998217865176,7.485594543824797,7.485594543824797,0.0,7.485594543824797,7.485594543824797,0.0,0.0,1.0,7.778998217865176,0.0,1.0,1.0,0.0340227929022014,5,los,0.0028750000637955964,0.0028750000637955964,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,77,18,18,18,18,18,1.0,5.8145933446574585,5.884362052814945,5.884362052814945,0.0,6.034362052814945,6.034362052814945,0.0,0.0,0.0,5.964593344657459,0.0,0.0,1.0,0.030029732176881686,5,los,0.0028329995984677225,0.0028329995984677225,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,78,18,18,18,18,18,1.0,7.845820073933613,7.997704310331995,7.997704310331995,0.0,7.997704310331995,7.997704310331995,0.0,0.0,1.0,7.845820073933613,0.0,1.0,1.0,0.026375564632014434,5,los,0.0027910009521292523,0.0027910009521292523,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive,0,0,79,18,18,18,18,18,1.0,9.717653334645112,9.530701129068863,9.530701129068863,0.0,9.530701129068863,9.530701129068863,0.0,0.0,1.0,9.717653334645112,0.0,1.0,1.0,0.023052231898155803,5,los,0.0027910009521292523,0.0027910009521292523,False,False,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,0,15,15,14,14,15,0.0,-1.5431548309644334,-1.6097638602551816,2.6695895817181303,4.279353441973312,0.5402361397448183,2.8195895817181302,2.2793534419733117,1.0,0.0,0.6068451690355665,1.0,0.0,0.0,0.3551579598159418,4,reflection,0.9588330012775259,0.9588330012775259,False,False,0.3456125259399414,0.013601690530776978,1.5253117084503174,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,1,15,15,15,15,15,1.0,5.947301996735705,5.985694131834185,5.985694131834185,0.0,5.985694131834185,5.985694131834185,0.0,0.0,1.0,5.947301996735705,0.0,1.0,1.0,0.1280902873835699,5,los,0.3473329998087138,0.3473329998087138,False,False,0.6684054136276245,0.3835260272026062,0.8416013717651367,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,2,15,15,15,15,15,1.0,6.175219141009308,5.696620347429686,5.696620347429686,0.0,5.696620347429686,5.696620347429686,0.0,0.0,1.0,6.175219141009308,0.0,1.0,1.0,0.1268972246010206,5,los,0.31858299917075783,0.31858299917075783,False,False,0.9940720200538635,0.9914693236351013,0.04499627649784088,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,3,15,15,15,15,15,1.0,5.8131049060003965,5.3918551128184635,5.3918551128184635,0.0,5.3918551128184635,5.3918551128184635,0.0,0.0,1.0,5.8131049060003965,0.0,1.0,1.0,0.1257580776093995,5,los,0.2948750006908085,0.2948750006908085,False,False,0.9643480181694031,0.9442940354347229,0.19994762539863586,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,4,15,15,15,15,15,1.0,5.301914735628351,5.074430881208986,5.074430881208986,0.0,5.074430881208986,5.074430881208986,0.0,0.0,1.0,5.301914735628351,0.0,1.0,1.0,0.12466932414636955,5,los,0.28745799863827415,0.28745799863827415,False,False,0.9949522018432617,0.9924880266189575,0.03893813490867615,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,5,15,15,15,15,15,1.0,5.11781851685739,4.743708895388732,4.743708895388732,0.0,4.743708895388732,4.743708895388732,0.0,0.0,1.0,5.11781851685739,0.0,1.0,1.0,0.13765939674191893,4,los,0.314875000185566,0.314875000185566,False,False,0.9530212879180908,0.925258994102478,0.2471337616443634,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,6,15,15,15,15,15,1.0,4.612209354531512,4.408930622084018,4.408930622084018,0.0,4.408930622084018,4.408930622084018,0.0,0.0,1.0,4.612209354531512,0.0,1.0,1.0,0.13662587505557733,4,los,0.3665830008685589,0.3665830008685589,False,False,0.982216477394104,0.970683753490448,0.10998862981796265,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,7,15,15,15,15,15,1.0,4.242359890143894,4.070087632782203,4.070087632782203,0.0,4.070087632782203,4.070087632782203,0.0,0.0,1.0,4.242359890143894,0.0,1.0,1.0,0.1356273747397788,4,los,0.27475000024423935,0.27475000024423935,False,False,0.7850701212882996,0.6513766646385193,0.7476806640625,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,8,15,15,15,15,15,1.0,3.500800708807657,3.7301951087878593,3.7301951087878593,0.0,3.7301951087878593,3.7301951087878593,0.0,0.0,1.0,3.500800708807657,0.0,1.0,1.0,0.13466208350340855,4,los,0.2686670013645198,0.2686670013645198,False,False,0.625310480594635,0.39683300256729126,1.0080759525299072,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,9,14,14,15,15,15,0.0,2.263670384886835,2.324642629998754,3.3924233266161496,1.0677806966173957,2.474642629998754,3.3924233266161496,0.9177806966173958,0.0,1.0,2.413670384886835,0.0,1.0,1.0,0.13372819647838075,4,reflection,0.28008300068904646,0.28008300068904646,False,False,0.44915497303009033,0.1568845510482788,1.2262784242630005,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,10,14,14,15,15,15,0.0,2.3817658541432927,2.422652581346386,2.903702562250042,0.48104998090365614,2.422652581346386,3.053702562250042,0.631049980903656,0.0,1.0,2.3817658541432927,0.0,1.0,1.0,0.1433938062630716,3,reflection,0.27883300026587676,0.27883300026587676,False,False,0.8311425447463989,0.7302147746086121,0.653334379196167,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,11,14,14,15,15,16,0.0,2.692467077571907,2.381459488457098,2.578954378624511,0.19749489016741295,2.381459488457098,2.7289543786245107,0.34749489016741286,0.0,1.0,2.692467077571907,0.0,1.0,1.0,0.14256301463042254,3,reflection,0.27908400079468265,0.27908400079468265,False,False,0.6726559400558472,0.4704926908016205,0.9875999093055725,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,12,14,14,16,16,16,0.0,2.3134332788237306,2.341196018119761,2.8235062586591577,0.48231024053939686,2.341196018119761,2.9735062586591576,0.6323102405393968,0.0,1.0,2.3134332788237306,0.0,1.0,1.0,0.1417550392051245,3,reflection,0.27066700022260193,0.27066700022260193,False,False,0.6404082775115967,0.37707895040512085,0.9863669872283936,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,13,15,15,16,16,16,0.0,1.892888394992848,1.9881087967937563,3.065035204539183,1.0769264077454266,2.138108796793756,3.215035204539183,1.0769264077454266,0.0,0.0,2.042888394992848,0.0,0.0,1.0,0.125169136852764,4,los,0.28216600003361236,0.28216600003361236,False,False,0.4648618996143341,0.10714030265808105,1.2390824556350708,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,14,14,14,16,16,16,0.0,2.2539608058708285,2.1290026613780304,3.2824884843003814,1.153485822922351,2.2790026613780303,3.4324884843003813,1.153485822922351,0.0,1.0,2.4039608058708284,0.0,1.0,1.0,0.12446130975089863,4,reflection,0.27895800121768843,0.27895800121768843,False,False,0.6012961268424988,0.3288488984107971,1.0458837747573853,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,15,15,15,16,16,16,0.0,1.539430086460682,1.463732850703505,3.485614917619649,2.0218820669161444,1.613732850703505,3.635614917619649,2.0218820669161444,0.0,0.0,1.689430086460682,0.0,0.0,1.0,0.1237762864151419,4,los,0.2902920004999032,0.2902920004999032,False,False,0.505731463432312,0.1798696219921112,1.1673096418380737,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,16,15,15,16,16,16,0.0,-0.6928114308284272,1.3878300186734256,3.6744313582515247,2.286601339578099,1.3878300186734256,3.8244313582515246,2.436601339578099,0.0,0.0,1.3071885691715728,1.0,0.0,1.0,0.12311274365172926,4,los,0.2831250003509922,0.2831250003509922,False,False,0.6551100611686707,0.47190749645233154,0.9940531253814697,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,17,15,15,16,16,16,0.0,-0.8436664593927476,-0.8119500628820566,3.849211357803383,4.661161420685439,1.1880499371179434,3.9992113578033828,2.8111614206854396,1.0,0.0,1.1563335406072524,1.0,0.0,1.0,0.12246944970023123,4,los,0.27070800024375785,0.27070800024375785,False,False,0.6513258218765259,0.4714750051498413,0.9927740097045898,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,18,16,16,16,16,16,1.0,4.199072345689952,4.010394387789118,4.010394387789118,0.0,4.160394387789118,4.160394387789118,0.0,0.0,1.0,4.349072345689953,0.0,1.0,1.0,0.12184524969018351,4,los,0.26649999927030876,0.26649999927030876,False,False,0.3239585757255554,0.006403297185897827,1.3056880235671997,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,19,16,16,16,16,16,1.0,3.9838627817101675,4.310784901931972,4.310784901931972,0.0,4.310784901931972,4.310784901931972,0.0,0.0,1.0,3.9838627817101675,0.0,1.0,1.0,0.11262686709554043,5,los,0.26695800079323817,0.26695800079323817,False,False,0.9947018027305603,0.992840051651001,0.042078252881765366,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,20,16,16,16,16,16,1.0,4.319804517077142,4.4462143136657,4.4462143136657,0.0,4.4462143136657,4.4462143136657,0.0,0.0,1.0,4.319804517077142,0.0,1.0,1.0,0.11202613692199603,5,los,0.2646250013640383,0.2646250013640383,False,False,0.9908002018928528,0.9875854849815369,0.0672827959060669,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,21,16,16,16,16,16,1.0,4.274409673847564,4.569856742982594,4.569856742982594,0.0,4.569856742982594,4.569856742982594,0.0,0.0,1.0,4.274409673847564,0.0,1.0,1.0,0.1114432474051368,5,los,0.2658749999682186,0.2658749999682186,False,False,0.9949662089347839,0.9932284951210022,0.0403674878180027,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,22,16,16,16,16,16,1.0,4.418207256163526,4.679984651851785,4.679984651851785,0.0,4.679984651851785,4.679984651851785,0.0,0.0,1.0,4.418207256163526,0.0,1.0,1.0,0.11125577018621287,5,los,0.2664580006239703,0.2664580006239703,False,False,0.9809991121292114,0.9743656516075134,0.12419311702251434,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,23,16,16,16,16,16,1.0,4.800190781927768,4.784360283002288,4.784360283002288,0.0,4.784360283002288,4.784360283002288,0.0,0.0,1.0,4.800190781927768,0.0,1.0,1.0,0.11160585899839742,5,los,0.2629589998832671,0.2629589998832671,False,False,0.9944922924041748,0.9925253391265869,0.04377106949687004,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,24,16,16,16,16,16,1.0,4.955715836041526,4.889709359101932,4.889709359101932,0.0,4.889709359101932,4.889709359101932,0.0,0.0,1.0,4.955715836041526,0.0,1.0,1.0,0.11195509506618181,5,los,0.2505829997971887,0.2505829997971887,False,False,0.9934222102165222,0.9909563064575195,0.05092210695147514,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,25,16,16,16,16,16,1.0,5.200116907846421,4.995954412948785,4.995954412948785,0.0,4.995954412948785,4.995954412948785,0.0,0.0,1.0,5.200116907846421,0.0,1.0,1.0,0.11230283192589353,5,los,0.26479200096218847,0.26479200096218847,False,False,0.9971261620521545,0.9961479902267456,0.024915290996432304,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,26,16,16,16,16,16,1.0,5.433378471228206,5.103008491465678,5.103008491465678,0.0,5.103008491465678,5.103008491465678,0.0,0.0,1.0,5.433378471228206,0.0,1.0,1.0,0.11264827746753098,5,los,0.26633400011633057,0.26633400011633057,False,False,0.984056830406189,0.9771960973739624,0.10697323828935623,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,27,16,16,16,16,16,1.0,4.969312407606634,5.210774758419029,5.210774758419029,0.0,5.210774758419029,5.210774758419029,0.0,0.0,1.0,4.969312407606634,0.0,1.0,1.0,0.11299051350501224,5,los,0.26812499891093466,0.26812499891093466,False,False,0.8740174770355225,0.7847790718078613,0.5085842609405518,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,28,16,16,16,16,16,1.0,5.833919941993999,5.319144278900306,5.319144278900306,0.0,5.319144278900306,5.319144278900306,0.0,0.0,1.0,5.833919941993999,0.0,1.0,1.0,0.11332851570547323,5,los,0.26516699836065527,0.26516699836065527,False,False,0.8761746287345886,0.7915148138999939,0.5102521181106567,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,29,16,16,16,16,16,1.0,5.674784912976908,5.427995313913357,5.427995313913357,0.0,5.427995313913357,5.427995313913357,0.0,0.0,1.0,5.674784912976908,0.0,1.0,1.0,0.11366109019778642,5,los,0.26525000066612847,0.26525000066612847,False,False,0.968481719493866,0.9505345225334167,0.1818295121192932,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,30,16,16,16,16,16,1.0,5.669745043429551,5.537190949060152,5.537190949060152,0.0,5.537190949060152,5.537190949060152,0.0,0.0,1.0,5.669745043429551,0.0,1.0,1.0,0.11398687979275288,5,los,0.26404199888929725,0.26404199888929725,False,False,0.9971526861190796,0.9963762164115906,0.024827174842357635,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,31,16,16,16,16,16,1.0,5.783999393946211,5.646578800083078,5.646578800083078,0.0,5.646578800083078,5.646578800083078,0.0,0.0,1.0,5.783999393946211,0.0,1.0,1.0,0.11430428433142518,5,los,0.2603330012789229,0.2603330012789229,False,False,0.9963548183441162,0.9954966902732849,0.03113139048218727,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,32,16,16,16,16,16,1.0,6.03596703171002,5.755986614519484,5.755986614519484,0.0,5.755986614519484,5.755986614519484,0.0,0.0,1.0,6.03596703171002,0.0,1.0,1.0,0.11461150947721305,5,los,0.2590000003692694,0.2590000003692694,False,False,0.7537360191345215,0.595203161239624,0.8553296327590942,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,33,16,16,16,16,16,1.0,4.923489831151905,5.865221976389441,5.865221976389441,0.0,5.865221976389441,5.865221976389441,0.0,0.0,1.0,4.923489831151905,0.0,1.0,1.0,0.11490646476360115,5,los,0.2606250000098953,0.2606250000098953,False,False,0.9969972372055054,0.9962815046310425,0.026190508157014847,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,34,16,16,16,16,16,1.0,5.8088649709444455,5.974068863024561,5.974068863024561,0.0,5.974068863024561,5.974068863024561,0.0,0.0,1.0,5.8088649709444455,0.0,1.0,1.0,0.11518675711141338,5,los,0.2640839993546251,0.2640839993546251,False,False,0.9751279950141907,0.9642450213432312,0.15736393630504608,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,35,16,16,16,16,16,1.0,6.2586862222161015,6.082283454849548,6.082283454849548,0.0,6.082283454849548,6.082283454849548,0.0,0.0,1.0,6.2586862222161015,0.0,1.0,1.0,0.11544964301697931,5,los,0.255375000051572,0.255375000051572,False,False,0.9901251792907715,0.986298143863678,0.07254388183355331,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,36,16,16,16,16,16,1.0,6.132023262752888,6.1895937237846015,6.1895937237846015,0.0,6.1895937237846015,6.1895937237846015,0.0,0.0,1.0,6.132023262752888,0.0,1.0,1.0,0.11569187806676078,5,los,0.2602079985081218,0.2602079985081218,False,False,0.9882252216339111,0.9833567142486572,0.08369423449039459,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,37,16,16,16,16,16,1.0,6.015652968078892,6.295691524157096,6.295691524157096,0.0,6.295691524157096,6.295691524157096,0.0,0.0,1.0,6.015652968078892,0.0,1.0,1.0,0.11590984456703922,5,los,0.2658339999470627,0.2658339999470627,False,False,0.9937677383422852,0.9923703074455261,0.04995988681912422,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,38,16,16,16,16,16,1.0,6.501755131812301,6.400230552431671,6.400230552431671,0.0,6.400230552431671,6.400230552431671,0.0,0.0,1.0,6.501755131812301,0.0,1.0,1.0,0.11609931214195729,5,los,0.2662500010046642,0.2662500010046642,False,False,0.9970471262931824,0.9963218569755554,0.025814572349190712,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,39,16,16,16,16,16,1.0,6.7659088785559005,6.502821038307001,6.502821038307001,0.0,6.502821038307001,6.502821038307001,0.0,0.0,1.0,6.7659088785559005,0.0,1.0,1.0,0.11625539298186817,5,los,0.2797089982777834,0.2797089982777834,False,False,0.996934175491333,0.99620121717453,0.026709726080298424,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,40,16,16,16,16,16,1.0,6.6881160202419085,6.603022877446792,6.603022877446792,0.0,6.603022877446792,6.603022877446792,0.0,0.0,1.0,6.6881160202419085,0.0,1.0,1.0,0.11637245726918749,5,los,0.264832999164355,0.264832999164355,False,False,0.9963739514350891,0.9954811930656433,0.03089175745844841,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,41,16,16,16,16,16,1.0,6.315105324001018,6.700338875452231,6.700338875452231,0.0,6.700338875452231,6.700338875452231,0.0,0.0,1.0,6.315105324001018,0.0,1.0,1.0,0.11644404391439325,5,los,0.27554200096346904,0.27554200096346904,False,False,0.9816927909851074,0.9722742438316345,0.1198119968175888,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,42,16,16,16,16,16,1.0,6.629574910275216,6.794207616217717,6.794207616217717,0.0,6.794207616217717,6.794207616217717,0.0,0.0,1.0,6.629574910275216,0.0,1.0,1.0,0.11646267500125827,5,los,0.26124999931198545,0.26124999931198545,False,False,0.9949010610580444,0.9933786988258362,0.04134450852870941,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,43,16,16,16,16,16,1.0,6.805160086299942,6.883993210150013,6.883993210150013,0.0,6.883993210150013,6.883993210150013,0.0,0.0,1.0,6.805160086299942,0.0,1.0,1.0,0.11641976278790526,5,los,0.2623750006023329,0.2623750006023329,False,False,0.942962646484375,0.9047010540962219,0.2882983684539795,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,44,16,16,16,16,16,1.0,6.82716314884732,6.968975729943242,6.968975729943242,0.0,6.968975729943242,6.968975729943242,0.0,0.0,1.0,6.82716314884732,0.0,1.0,1.0,0.11630544450905947,5,los,0.2619580009195488,0.2619580009195488,False,False,0.9933168888092041,0.99156653881073,0.05301893502473831,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,45,16,16,16,16,16,1.0,6.882132883693273,7.048338455633397,7.048338455633397,0.0,7.048338455633397,7.048338455633397,0.0,0.0,1.0,6.882132883693273,0.0,1.0,1.0,0.1161083915062189,5,los,0.26362500102550257,0.26362500102550257,False,False,0.9944607019424438,0.9932457804679871,0.04513684660196304,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,46,16,16,16,16,16,1.0,6.820685069861601,7.121153151649497,7.121153151649497,0.0,7.121153151649497,7.121153151649497,0.0,0.0,1.0,6.820685069861601,0.0,1.0,1.0,0.11581572970023093,5,los,0.2688749991648365,0.2688749991648365,False,False,0.9925572872161865,0.9902175068855286,0.05764607712626457,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,47,16,16,16,16,16,1.0,7.304803541527653,7.186364920399706,7.186364920399706,0.0,7.186364920399706,7.186364920399706,0.0,0.0,1.0,7.304803541527653,0.0,1.0,1.0,0.11541277986520196,5,los,0.2656659999047406,0.2656659999047406,False,False,0.9945729374885559,0.9932931661605835,0.044160518795251846,,,,,,,,,,,,,,,,,,,,,,,,,
OneStepPredictive,0,0,48,16,16,16,16,16,1.0,7.165522042926902,7.24277173860109,7.24277173860109,0.0,7.24277173860109,7.24277173860109,0.0,0.0,1.0,7.165522042926902,0.0,1.0,1.0,0.11538536611819805,5,los,0.25195799935318064,0.25195799935318064,False,False,0.9958333969116211,0.9943234324455261,0.034438300877809525,,,,,,,,,,,,,,,,,,,,,,,,,
