method,seed,episode,average_rate,outage_prob,beam_success_rate,average_return,planning_latency_ms,sweep,sweep_name,scenario,scenario_order,scenario_value,sweep_value,num_blockers_min,num_blockers_max,blocker_speed,blocker_speed_scale,obs_noise_std,obs_angle_noise_los,obs_angle_noise_nlos,obs_power_noise_std,obs_blockage_noise_std,obs_reflection_noise_std,reflector_loss_db,reflection_gain_scale
Oracle,4,1,5.857455662173757,0.0,0.91,5.833455662173758,2.57146523495976,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,2,5.019557390001468,0.0,0.95,4.995557390001467,2.596122685008595,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,3,5.581305760700371,0.0,0.95,5.5573057607003715,2.586676699847885,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,0,4.754783707660922,0.13,0.75,4.44003370766092,0.8884519150342385,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,1,3.8022695060396767,0.21,0.68,3.3327695060396763,1.1843583150221093,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,2,4.809834208859919,0.135,0.74,4.4933342088599195,1.5338987250106584,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,3,4.759741248905094,0.13,0.74,4.444991248905094,1.0617383049611817,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,0,4.420718105676637,0.17,0.745,4.045468105676636,1.1530539748673618,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,1,4.721725032291629,0.14,0.72,4.390725032291628,1.01955349509808,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,2,4.653422382252471,0.195,0.655,4.213172382252472,0.9311004600749584,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,3,4.907673024296895,0.13,0.705,4.596673024296894,1.066591265171155,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,0,4.994858175200236,0.12,0.72,4.706108175200236,1.0534673000802286,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,1,4.492766274021584,0.13,0.765,4.184766274021584,0.8953606249633594,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,2,4.865709704916531,0.09,0.81,4.637709704916533,0.9078727099768003,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,3,4.069458367318249,0.185,0.72,3.6544583673182474,0.8914354101216304,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,0,4.229183563232725,0.13,0.765,3.9211835632327254,1.1979429201710445,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,1,4.117031740469344,0.125,0.78,3.820531740469347,1.1353903851704672,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,2,4.566523603989091,0.145,0.685,4.22552360398909,1.074762949883734,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,3,4.07697698363145,0.135,0.75,3.7559769836314505,1.3216849798118346,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,4,0,4.805847237498013,0.12,0.705,4.5125972374980154,0.9382327001003432,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,4,1,4.2665505592245285,0.15,0.74,3.9245505592245293,1.2894858198524162,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,4,2,3.99605193541451,0.125,0.775,3.704801935414512,2.0833366349143034,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,4,3,4.187090498929212,0.21,0.675,3.7115904989292132,1.3293404200339864,blocker_density,blocker_density,Nb=3,3,3.0,3.0,3,3,0.55,1.0,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,0,0,5.135109130459061,0.085,0.74,4.914109130459062,0.002691679819690762,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,0,1,4.240347840942394,0.135,0.705,3.922347840942392,0.002755424957285868,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,0,2,5.831209901939321,0.02,0.74,5.740209901939319,0.0026899948352365755,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,0,3,4.916681111892142,0.085,0.74,4.687431111892142,0.0027202350793231744,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,1,0,4.54147712864986,0.185,0.66,4.109227128649859,0.0027745401166612282,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,1,1,4.862104748351382,0.105,0.735,4.599604748351382,0.0026887651620199904,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,1,2,5.008180502099523,0.125,0.73,4.698930502099526,0.002752920026978245,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,1,3,5.046902684677866,0.145,0.675,4.690902684677866,0.0027848349600390065,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,2,0,6.077630987549164,0.065,0.845,5.911630987549164,0.002753789976850385,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,2,1,4.694963869018884,0.13,0.715,4.377963869018886,0.002754975030256901,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,2,2,4.6682145709544525,0.16,0.745,4.2897145709544535,0.0027493949710333254,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,2,3,4.407587343123067,0.125,0.775,4.111087343123067,0.0026819147933565546,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,3,0,4.4995961534983255,0.145,0.72,4.144346153498326,0.002744155044638319,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,3,1,4.231174604018437,0.15,0.755,3.8809246040184378,0.002733329984039301,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,3,2,5.539214871222653,0.065,0.755,5.365714871222657,0.002700259992707288,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,3,3,5.179057226264125,0.09,0.785,4.951057226264126,0.0026514599812799133,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,4,0,5.099394511765111,0.05,0.79,4.950644511765109,0.0027129450245411135,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,4,1,5.4175524208182075,0.07,0.765,5.224302420818206,0.0027239398696110584,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,4,2,4.967016887262311,0.16,0.7,4.584016887262309,0.002773970009002369,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Reactive,4,3,4.949848016210169,0.085,0.78,4.737848016210169,0.002732895045483019,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,0,0,4.826353088095272,0.025,0.885,4.7666030880952714,0.2630160199623788,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,0,1,3.6917313448231086,0.04,0.875,3.6004813448231086,0.2576210948973312,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,0,2,4.068017488059493,0.02,0.84,4.013767488059493,0.25780980507988716,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,0,3,2.979254415190348,0.04,0.945,2.8970044151903487,0.25542355497236713,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,1,0,3.0297897360350583,0.05,0.92,2.922289736035059,0.26047541496154736,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,1,1,4.22982892277407,0.005,0.94,4.21457892277407,0.2557806100048765,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,1,2,4.00287035410575,0.025,0.94,3.94537035410575,0.26058128005388426,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,1,3,2.857927527702228,0.005,0.945,2.8426775277022274,0.2576564451010199,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,2,0,5.049263285159385,0.025,0.905,4.989513285159386,0.25692356006402406,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,2,1,4.589693991261754,0.07,0.775,4.436193991261753,0.25896746994476416,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,2,2,3.7866048876273704,0.065,0.87,3.6393548876273707,0.25979670506785624,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,2,3,2.8666909030172594,0.06,0.91,2.7369409030172585,0.2592131248820806,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,3,0,3.451203321515282,0.035,0.865,3.3714533215152813,0.25998811524914345,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,3,1,2.8686520987557804,0.06,0.905,2.74340209875578,0.26344327505285037,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,3,2,3.751820019241106,0.01,0.91,3.7265700192411053,0.2580104249136639,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,3,3,3.4011535115077023,0.02,0.95,3.3551535115077025,0.25813315991399577,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,4,0,4.427640159157551,0.03,0.885,4.3593901591575515,0.2572522748778283,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,4,1,5.345364050822394,0.01,0.805,5.308864050822394,0.25733562499226537,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,4,2,3.0931615858722017,0.085,0.815,2.914161585872202,0.25778732993785525,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
OneStepPredictive,4,3,4.063237790022805,0.035,0.87,3.978987790022805,0.2556556298623036,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,0,0,5.354545242710871,0.04,0.805,5.237045242710872,0.2020687500407803,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,0,1,4.098623705261577,0.15,0.715,3.7536237052615773,0.2602656197268516,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,0,2,5.694435780063485,0.035,0.76,5.574935780063482,0.14236417986467131,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,0,3,4.801754125748843,0.08,0.76,4.597504125748843,0.28902771502544056,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,1,0,4.7072825288471964,0.075,0.795,4.518282528847196,0.4031772549569723,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,1,1,4.933559818737149,0.05,0.8,4.789309818737149,0.2531743451436341,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,1,2,5.146911790208401,0.1,0.775,4.901161790208403,0.3576791450359451,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,1,3,4.992115345059455,0.085,0.77,4.775615345059456,0.31101353000849485,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,2,0,6.197591394364398,0.045,0.865,6.081341394364398,0.29160394000427914,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,2,1,4.764561257249021,0.06,0.795,4.605561257249021,0.4132500399464334,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,2,2,3.991002404963713,0.12,0.795,3.722502404963716,0.48110145988175645,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,2,3,4.475884962478254,0.085,0.815,4.272884962478251,0.3495199999088072,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,3,0,4.274208101917498,0.065,0.825,4.102958101917497,0.3839135798625648,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,3,1,4.091109522234332,0.095,0.82,3.875609522234331,0.5072549450051156,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,3,2,5.4994074393753625,0.045,0.805,5.368157439375363,0.16355784982806654,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,3,3,5.1656329578280005,0.05,0.84,5.028882957828003,0.25344877500174334,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,4,0,4.828973907925384,0.06,0.775,4.6617239079253805,0.22632105507000233,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,4,1,5.500022124728775,0.055,0.785,5.344272124728776,0.19618646514572902,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,4,2,4.745215243507885,0.075,0.82,4.559965243507883,0.5053055750613566,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
ProposedV2,4,3,4.875210902278716,0.075,0.825,4.682460902278716,0.27306689487886615,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,0,0,6.091489538378787,0.0,0.905,6.082489538378785,1.356850024949381,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,0,1,5.206054337329831,0.0,0.895,5.192554337329831,1.3518574750924017,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,0,2,7.217407066134747,0.0,0.905,7.190407066134748,1.3509993947627663,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,0,3,5.967930361428853,0.0,0.905,5.951430361428854,1.3590641549672,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,1,0,5.480799747108389,0.005,0.925,5.454299747108389,1.974460425117286,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,1,1,6.16080205402518,0.0,0.92,6.145052054025182,1.3630193599601625,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,1,2,5.925939904251168,0.0,0.955,5.920689904251169,1.9812472749435983,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,1,3,6.239935751637627,0.0,0.92,6.227185751637627,1.9710328800465504,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,2,0,6.665941481600616,0.0,0.94,6.655441481600616,1.361091870094242,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,2,1,5.56778014139765,0.0,0.905,5.5542801413976495,1.3586112550547114,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,2,2,5.527252476458733,0.0,0.945,5.507752476458735,1.977227900224534,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,2,3,5.107911983477656,0.0,0.925,5.092911983477655,1.363104819884029,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,3,0,5.653734997227065,0.0,0.935,5.634984997227066,1.9872345800649782,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,3,1,5.125223074844198,0.0,0.94,5.109473074844199,1.984716059978382,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,3,2,6.466479556178183,0.0,0.9,6.452229556178183,1.3552979299311119,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,3,3,6.074887937145875,0.0,0.93,6.0591379371458745,1.3486752349672315,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,0,6.314411591155602,0.0,0.92,6.3016615911556,1.3592589350082562,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,1,6.518475266518799,0.0,0.9,6.502725266518798,1.3594387300690869,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,2,5.935845312473862,0.0,0.925,5.914095312473864,1.9838031548715662,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
Oracle,4,3,6.062439911040651,0.005,0.94,6.038189911040654,1.3526918699790258,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,0,5.2228540195933695,0.06,0.77,5.053354019593369,0.6075851750210859,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,1,4.320230150758782,0.135,0.71,4.00223015075878,0.5828079398634145,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,2,5.808637593824436,0.025,0.76,5.709887593824434,0.5991339701358811,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,0,3,4.533622409488654,0.1,0.77,4.272122409488654,0.841518960060057,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,0,4.316259013223421,0.07,0.79,4.129759013223422,1.4862216547953722,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,1,4.685295763515786,0.14,0.685,4.349795763515786,0.7511733648425434,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,2,4.916469250711459,0.145,0.71,4.569469250711463,0.7559605900496535,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,1,3,5.022124636120954,0.11,0.71,4.746624636120955,0.9512495597846282,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,0,5.623605289396611,0.06,0.84,5.463855289396613,0.843445869977586,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,1,4.324137987002348,0.1,0.74,4.074637987002349,1.1182545800147636,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,2,4.561421296467508,0.12,0.785,4.278671296467508,1.1946766300752643,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,2,3,4.315716237915921,0.135,0.765,4.005216237915921,0.8857687249474111,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,0,4.413575701147888,0.135,0.73,4.092575701147889,1.3182389400208194,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,1,3.755372761131302,0.175,0.755,3.3588727611313005,1.239401239909057,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,2,5.486010157348911,0.07,0.745,5.300260157348914,0.6130508649948752,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,3,3,4.990135365606436,0.105,0.775,4.727635365606438,0.6928166851321294,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
BeliefAwareRollout,4,0,5.025564020460178,0.075,0.77,4.826064020460176,0.72779410491421,blocker_speed,blocker_speed,0.5x,0,0.5,0.5,1,2,0.55,0.5,,0.05,0.16,0.06,0.05,0.04,6.0,1.0
