method,seed,episode,average_rate,outage_prob,beam_success_rate,average_return,planning_latency_ms
Reactive,0,0,5.3817597949329015,0.0625,0.7625,5.217384794932903,0.0030087750019447412
OneStepPredictive,0,0,4.9080280925845745,0.0375,0.7625,4.812403092584574,0.27892135001366114
ProposedV2,0,0,5.5010296709567,0.0375,0.8,5.3941546709567,0.196261924997998
Oracle,0,0,5.972596092288041,0.0,0.9,5.963221092288041,1.3551130625501173
BeliefAwareRollout,0,0,5.319887191294657,0.0875,0.7375,5.099887191294657,0.6060489124820378
