los_confidence_threshold,risk_threshold,path_spread_threshold,seed,avg_rate,outage,beam_success,avg_return,latency_ms,fallback_rate,reactive_guard_rate
0.6,0.25,0.8,3,4.986407974438558,0.08374999999999999,0.7887500000000001,4.780845474438557,0.30949406626064047,0.4125,0.5875
0.6,0.25,0.8,4,5.226530670316105,0.07125000000000001,0.7925,5.0448431703161045,0.31849137749645706,0.4025,0.5975
0.6,0.35,0.2,0,5.130162647152371,0.05625,0.78,4.974350147152371,0.21565181123889943,0.285,0.715
0.6,0.35,0.2,1,4.959005125522143,0.0775,0.7837500000000001,4.763317625522144,0.32394991374360416,0.4275,0.5725
0.6,0.35,0.2,2,4.9729970947770985,0.07875,0.805,4.778372094777098,0.27595567874925564,0.36625,0.63375
0.6,0.35,0.2,3,4.989671113322789,0.08125,0.7925,4.788733613322788,0.3086632750012086,0.40375,0.59625
0.6,0.35,0.2,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2948177587427381,0.39125,0.60875
0.6,0.35,0.4,0,5.126282539547271,0.0575,0.77875,4.9675950395472706,0.2243043325177041,0.285,0.715
0.6,0.35,0.4,1,4.928713322176601,0.0825,0.77875,4.722838322176602,0.3222314187513575,0.4275,0.5725
0.6,0.35,0.4,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.27435926124837806,0.36625,0.63375
0.6,0.35,0.4,3,4.986284761045142,0.08374999999999999,0.7887500000000001,4.780722261045141,0.30485771373378157,0.40375,0.59625
0.6,0.35,0.4,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2887876849933946,0.39125,0.60875
0.6,0.35,0.6,0,5.126282539547271,0.0575,0.77875,4.9675950395472706,0.21826250499316302,0.285,0.715
0.6,0.35,0.6,1,4.928713322176601,0.0825,0.77875,4.722838322176602,0.3193544100008694,0.4275,0.5725
0.6,0.35,0.6,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.2737523912577444,0.36625,0.63375
0.6,0.35,0.6,3,4.986284761045142,0.08374999999999999,0.7887500000000001,4.780722261045141,0.30327629249882193,0.40375,0.59625
0.6,0.35,0.6,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2935604012395743,0.39125,0.60875
0.6,0.35,0.8,0,5.126282539547271,0.0575,0.77875,4.9675950395472706,0.22264868749630295,0.285,0.715
0.6,0.35,0.8,1,4.928713322176601,0.0825,0.77875,4.722838322176602,0.3179000675078214,0.4275,0.5725
0.6,0.35,0.8,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.27513568873530403,0.36625,0.63375
0.6,0.35,0.8,3,4.986284761045142,0.08374999999999999,0.7887500000000001,4.780722261045141,0.3046980337438754,0.40375,0.59625
0.6,0.35,0.8,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2929237912485405,0.39125,0.60875
0.6,0.45,0.2,0,5.131757649434313,0.06,0.775,4.967132649434314,0.2154783500037638,0.27875,0.72125
0.6,0.45,0.2,1,4.959005125522143,0.0775,0.7837500000000001,4.763317625522144,0.30857613125476746,0.41625,0.58375
0.6,0.45,0.2,2,4.9729970947770985,0.07875,0.805,4.778372094777098,0.27147280125916495,0.36,0.64
0.6,0.45,0.2,3,4.995905872358588,0.08125,0.79375,4.7947808723585865,0.2945014187537254,0.39625,0.60375
0.6,0.45,0.2,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.29326567250507196,0.38625,0.61375
0.6,0.45,0.4,0,5.127877541829212,0.06125,0.77375,4.960377541829214,0.21687288625287238,0.27875,0.72125
0.6,0.45,0.4,1,4.933649276621497,0.0825,0.77875,4.727399276621498,0.3097841162423265,0.41625,0.58375
0.6,0.45,0.4,2,4.9729970947770985,0.07875,0.805,4.777997094777098,0.272830125005612,0.36,0.64
0.6,0.45,0.4,3,4.992519520080941,0.08374999999999999,0.79,4.78676952008094,0.2929014112442019,0.39625,0.60375
0.6,0.45,0.4,4,5.216643995412134,0.07375,0.7887500000000001,5.028831495412135,0.2919754525072449,0.38625,0.61375
